file_bytes,entropy_cover,entropy_stego,entropy_delta_pct,gzip_ratio_cover,gzip_ratio_stego,gzip_ratio_delta_pct,chi2_uniform_cover,chi2_uniform_stego,chi2_uniform_p_cover,chi2_uniform_p_stego,chi2_homogeneity_cover_vs_stego,chi2_homogeneity_p,ks_cover_vs_stego,ks_p,diff_variance,modified_ratio,window_n,window_entropy_delta_pct_mean,window_gzip_delta_pct_mean,window_modified_ratio_mean,config,filename,k,hidden_bytes,pad_bytes,psk_run,psk_hex
10754164,1.0149852888389481,1.0153829687300817,0.03918085271841777,0.06772548754138397,0.0677647281555312,0.05794068905484196,2309412432.935982,2309242810.21175,0.0,0.0,0.18148433782231452,1.0,3.366137990834517e-05,1.0,0.7111041665313445,3.412631609486335e-05,57203,0.1732635012359863,0.02389152084098153,3.412631609486335e-05,k3_h1024_pad0,hls_seg000.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6070896,0.8450959938239815,0.845825884554098,0.08636778962989107,0.05812403968046891,0.05818663340633738,0.10768990973884801,1345091383.973708,1344919091.0616782,0.0,0.0,0.38645997898308965,1.0,5.96287599062828e-05,1.0,1.306534960921458,6.0452361562444816e-05,32292,0.31390449781710694,0.04232214377141913,6.0452361562444816e-05,k3_h1024_pad0,hls_seg001.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6071084,0.8162456976536696,0.8169753818401116,0.08939516478182276,0.055653158480429524,0.05571640912891339,0.11365149833518752,1352118008.176588,1351945750.6528575,0.0,0.0,0.40104994171157315,1.0,5.929748295363524e-05,1.0,1.3065149078837714,6.028577433618115e-05,32293,0.3121659366380202,0.04232083320430639,6.028577433618114e-05,k3_h1024_pad0,hls_seg002.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
12147432,0.9700838251581972,0.970438507781458,0.03656205928419961,0.06879100043531834,0.06882310598651632,0.04667115028828272,2631517566.597956,2631347669.226563,0.0,0.0,0.15993071020599756,1.0,2.9800537265867177e-05,1.0,0.6560618439309341,3.01298249704135e-05,64614,0.14909445078216374,0.021151246891798474,3.0129824970413497e-05,k3_h1024_pad0,hls_seg003.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6072964,0.983847138311365,0.98455379858449,0.07182622641336539,0.0698976644682893,0.06996188352178606,0.0918758215818517,1312264451.1534579,1312094306.2983418,0.0,0.0,0.3058092809316157,1.0,5.960845478414356e-05,1.0,1.3151852843929484,6.043177598286438e-05,32303,0.3116034090521845,0.04230773199599624,6.043177598286438e-05,k3_h1024_pad0,hls_seg004.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6073716,0.9838627503892485,0.9845691907456515,0.07180273428621034,0.06990333430143919,0.06996705147227826,0.09115040287535767,1312419725.15648,1312250054.001253,0.0,0.0,0.2989299853580077,1.0,5.9271786827075346e-05,1.0,1.231964802750055,6.0259649940827e-05,32307,0.31010593435564576,0.04230249378359695,6.0259649940827e-05,k3_h1024_pad0,hls_seg005.ts,3,1024,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
10754164,1.0149852888389481,1.016485490001455,0.1478052124502244,0.06772548754138397,0.06785938916311858,0.19771230388381147,2309412432.935982,2308772054.687924,0.0,0.0,1.7593357478932,1.0,0.00012702056617330815,1.0,2.8460612025337535,0.00012897329815688137,57203,0.6187680442977633,0.08837920311094795,0.00012897329815688137,k3_h4096_pad0,hls_seg000.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6070896,0.8450959938239815,0.8478435356832275,0.3251159488774285,0.05812403968046891,0.058360248635456774,0.40638771201450613,1345091383.973708,1344439044.9776015,0.0,0.0,3.9395075053451096,1.0,0.0002255021334577334,1.0,4.7826675570439505,0.0002286318197511537,32292,1.109101824056097,0.15770446527290324,0.0002286318197511537,k3_h4096_pad0,hls_seg001.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6071084,0.8162456976536696,0.8190030818965339,0.3378130201225591,0.055653158480429524,0.055889360120861445,0.4244173140954464,1352118008.176588,1351465412.2816243,0.0,0.0,4.061692734352486,1.0,0.00022500100476297025,1.0,4.8804877683910375,0.00022813059414101338,32293,1.1137199955999848,0.15792896293314337,0.00022813059414101338,k3_h4096_pad0,hls_seg002.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
12147432,0.9700838251581972,0.9714239837112179,0.13814873707455766,0.06879100043531834,0.06890921472126783,0.17184556875378523,2631517566.597956,2630872966.0793715,0.0,0.0,1.642693669643453,1.0,0.000112534073045234,1.0,2.604760712435409,0.00011418051156820636,64614,0.5553984711334086,0.07898758324362681,0.00011418051156820636,k3_h4096_pad0,hls_seg003.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6072964,0.983847138311365,0.9865153424014131,0.2712010825815567,0.0698976644682893,0.07014416683517308,0.3526618074565488,1312264451.1534579,1311622110.235198,0.0,0.0,3.2322201903450543,1.0,0.00022493135147849674,1.0,4.753116570279632,0.0002278953077936902,32303,1.1107984118914271,0.15788007305822985,0.0002278953077936902,k3_h4096_pad0,hls_seg004.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6073716,0.9838627503892485,0.9864077448466889,0.25867372826479124,0.06990333430143919,0.07013877501022438,0.33680898220092403,1312419725.15648,1311812209.6302617,0.0,0.0,3.1543561963995037,1.0,0.00021387236413428212,1.0,4.867796705006395,0.00022819637928411535,32307,0.5203319263402633,0.11610413230714058,0.00022819637928411535,k3_h4096_pad0,hls_seg005.ts,3,4096,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
10754164,1.0149852888389481,1.0385363886410766,2.320339029649265,0.06772548754138397,0.06976823117073536,3.016211035916371,2309412432.935982,2299349539.939662,0.0,0.0,369.31480044196576,3.7164330507734596e-06,0.0019969009213548494,4.753193278577772e-19,44.21177421626908,0.0020258199521599263,57203,9.62180588038218,1.3868736488179503,0.0020258199521599263,k3_h65536_pad0,hls_seg000.ts,3,65536,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6070896,0.8450959938239815,0.8849397502502928,4.714701846594019,0.05812403968046891,0.061533915257319514,5.866549530273621,1345091383.973708,1335676948.5659108,0.0,0.0,721.3860157434581,3.16297709606281e-45,0.003266898329340573,1.4522807018914862e-28,74.22264257147144,0.003587938254913278,32292,14.394980609124168,2.199695972787065,0.003587938254913276,k3_h65536_pad0,hls_seg001.ts,3,65536,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
6071084,0.8162456976536696,0.8594146890398253,5.288725136346406,0.055653158480429524,0.05929863596023379,6.550351461339255,1352118008.176588,1341889821.5219622,0.0,0.0,855.6623890240187,3.8003822971468797e-64,0.0035329769774228303,2.4586982927844894e-33,78.79895805589271,0.0035856858511593647,32293,17.023014383571812,2.4551817788742167,0.0035856858511593625,k3_h65536_pad0,hls_seg002.ts,3,65536,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
12147432,0.9700838251581972,0.9897265538071589,2.024848589322516,0.06879100043531834,0.07048057564759366,2.4560992013249856,2631517566.597956,2622096614.1834583,0.0,0.0,306.46470403426565,0.014992888998871457,0.0016491551465362964,8.974601433903233e-15,37.47619940683266,0.0017934654830749413,64614,7.918197277738407,1.1485316936244745,0.001793465483074941,k3_h65536_pad0,hls_seg003.ts,3,65536,0,psk03,42a15418139ebf90e6528cc1fbce8e3bfd24dc9ba1b01a624286077f29268acb
